adulteration_id,product_name,brand,category,adulterant,detection_date,detection_method,severity,health_risk,action_taken
500,Cheese,BrandC,Dairy,Water,2024-05-04,Sensory Evaluation,Moderate,High,Warning Issued
501,Yogurt,BrandC,Dairy,Coloring agents,2024-01-26,Spectroscopy,Moderate,High,Warning Issued
502,Beef,BrandA,Meat,Melamine,2024-06-30,Spectroscopy,Severe,High,Investigation Launched
503,Juice,BrandB,Beverages,Coloring agents,2024-05-28,Sensory Evaluation,Severe,High,Product Recall
504,Chicken,BrandE,Meat,Melamine,2024-04-28,Chemical Analysis,Severe,Low,Product Recall
505,Chicken,BrandE,Meat,Water,2024-03-27,Chemical Analysis,Moderate,Low,Fine Imposed
506,Butter,BrandD,Dairy,Chalk,2024-02-27,Spectroscopy,Moderate,Medium,Product Recall
507,Bread,BrandE,Bakery,Melamine,2024-01-24,Spectroscopy,Minor,Medium,Warning Issued
508,Wine,BrandD,Beverages,Coloring agents,2024-05-10,Spectroscopy,Moderate,Low,Warning Issued
509,Butter,BrandC,Dairy,Coloring agents,2024-01-07,Sensory Evaluation,Minor,High,Investigation Launched
510,Beef,BrandA,Meat,Coloring agents,2024-02-15,Spectroscopy,Minor,Low,Fine Imposed
511,Wine,BrandD,Beverages,Artificial sweeteners,2024-05-05,Microbiological Analysis,Moderate,High,Investigation Launched
512,Juice,BrandD,Beverages,Melamine,2024-02-22,Spectroscopy,Minor,High,Fine Imposed
513,Bread,BrandE,Bakery,Melamine,2024-04-25,Sensory Evaluation,Minor,Medium,Product Recall
514,Honey,BrandA,Condiments,Water,2024-03-21,Chemical Analysis,Minor,Low,Warning Issued
515,Wine,BrandA,Beverages,Water,2024-02-05,Chemical Analysis,Minor,Medium,Fine Imposed
516,Wine,BrandA,Beverages,Coloring agents,2024-05-10,Spectroscopy,Moderate,Low,Investigation Launched
517,Juice,BrandC,Beverages,Coloring agents,2024-05-01,Sensory Evaluation,Severe,Low,Fine Imposed
518,Yogurt,BrandC,Dairy,Coloring agents,2024-01-15,Spectroscopy,Moderate,High,Fine Imposed
519,Bread,BrandE,Bakery,Melamine,2024-05-24,Spectroscopy,Minor,High,Investigation Launched
520,Chicken,BrandD,Meat,Melamine,2024-06-23,Microbiological Analysis,Moderate,High,Investigation Launched
521,Milk,BrandC,Dairy,Coloring agents,2024-05-11,Spectroscopy,Severe,Low,Fine Imposed
522,Yogurt,BrandB,Dairy,Chalk,2024-05-26,Sensory Evaluation,Minor,High,Investigation Launched
523,Bread,BrandB,Bakery,Coloring agents,2024-02-19,Sensory Evaluation,Minor,Medium,Product Recall
524,Honey,BrandC,Condiments,Melamine,2024-01-29,Microbiological Analysis,Minor,Medium,Fine Imposed
525,Wine,BrandD,Beverages,Water,2024-06-20,Chemical Analysis,Minor,Medium,Fine Imposed
526,Yogurt,BrandA,Dairy,Coloring agents,2024-03-01,Spectroscopy,Severe,High,Investigation Launched
527,Beef,BrandE,Meat,Chalk,2024-06-04,Spectroscopy,Moderate,Low,Fine Imposed
528,Wine,BrandA,Beverages,Melamine,2024-03-16,Microbiological Analysis,Minor,Low,Warning Issued
529,Bread,BrandC,Bakery,Chalk,2024-01-04,Sensory Evaluation,Moderate,Low,Warning Issued
530,Honey,BrandB,Condiments,Artificial sweeteners,2024-04-26,Chemical Analysis,Minor,Medium,Product Recall
531,Wine,BrandC,Beverages,Coloring agents,2024-06-27,Spectroscopy,Moderate,High,Product Recall
532,Wine,BrandD,Beverages,Artificial sweeteners,2024-06-05,Spectroscopy,Severe,Low,Product Recall
533,Chicken,BrandA,Meat,Water,2024-01-11,Sensory Evaluation,Severe,Medium,Investigation Launched
534,Chicken,BrandE,Meat,Chalk,2024-03-28,Spectroscopy,Severe,Low,Investigation Launched
535,Chicken,BrandA,Meat,Chalk,2024-01-17,Spectroscopy,Moderate,Low,Fine Imposed
536,Beef,BrandE,Meat,Water,2024-01-15,Spectroscopy,Moderate,High,Product Recall
537,Juice,BrandA,Beverages,Water,2024-02-07,Sensory Evaluation,Minor,Medium,Warning Issued
538,Chicken,BrandD,Meat,Melamine,2024-01-09,Microbiological Analysis,Minor,Low,Product Recall
539,Juice,BrandA,Beverages,Artificial sweeteners,2024-03-05,Microbiological Analysis,Moderate,Medium,Fine Imposed
540,Wine,BrandA,Beverages,Water,2024-03-11,Sensory Evaluation,Minor,High,Investigation Launched
541,Beef,BrandA,Meat,Water,2024-05-19,Sensory Evaluation,Minor,Low,Product Recall
542,Bread,BrandB,Bakery,Artificial sweeteners,2024-01-14,Chemical Analysis,Severe,Low,Fine Imposed
543,Juice,BrandE,Beverages,Artificial sweeteners,2024-01-09,Microbiological Analysis,Severe,Medium,Investigation Launched
544,Yogurt,BrandB,Dairy,Artificial sweeteners,2024-04-16,Microbiological Analysis,Minor,Medium,Warning Issued
545,Yogurt,BrandC,Dairy,Artificial sweeteners,2024-03-20,Microbiological Analysis,Moderate,Medium,Product Recall
546,Milk,BrandD,Dairy,Chalk,2024-02-15,Microbiological Analysis,Minor,Medium,Investigation Launched
547,Butter,BrandC,Dairy,Melamine,2024-02-05,Chemical Analysis,Moderate,Medium,Fine Imposed
548,Chicken,BrandD,Meat,Melamine,2024-04-07,Sensory Evaluation,Minor,Medium,Warning Issued
549,Cheese,BrandA,Dairy,Chalk,2024-04-22,Spectroscopy,Severe,Low,Fine Imposed
550,Juice,BrandD,Beverages,Melamine,2024-06-22,Microbiological Analysis,Moderate,High,Product Recall
551,Wine,BrandB,Beverages,Artificial sweeteners,2024-01-19,Sensory Evaluation,Minor,High,Fine Imposed
552,Juice,BrandE,Beverages,Coloring agents,2024-01-27,Sensory Evaluation,Severe,Low,Product Recall
553,Beef,BrandB,Meat,Melamine,2024-03-31,Microbiological Analysis,Severe,Low,Product Recall
554,Chicken,BrandC,Meat,Artificial sweeteners,2024-01-23,Spectroscopy,Minor,High,Investigation Launched
555,Juice,BrandE,Beverages,Melamine,2024-01-29,Microbiological Analysis,Minor,High,Product Recall
556,Cheese,BrandE,Dairy,Melamine,2024-01-15,Chemical Analysis,Moderate,Low,Fine Imposed
557,Milk,BrandA,Dairy,Chalk,2024-03-05,Sensory Evaluation,Moderate,Medium,Investigation Launched
558,Bread,BrandC,Bakery,Water,2024-06-19,Sensory Evaluation,Minor,Medium,Product Recall
559,Milk,BrandA,Dairy,Coloring agents,2024-01-23,Microbiological Analysis,Severe,High,Investigation Launched
560,Milk,BrandA,Dairy,Melamine,2024-04-11,Spectroscopy,Severe,Medium,Fine Imposed
561,Wine,BrandC,Beverages,Water,2024-04-28,Microbiological Analysis,Moderate,Low,Product Recall
562,Wine,BrandB,Beverages,Water,2024-05-03,Microbiological Analysis,Minor,Medium,Fine Imposed
563,Yogurt,BrandB,Dairy,Melamine,2024-02-05,Spectroscopy,Minor,High,Fine Imposed
564,Beef,BrandD,Meat,Melamine,2024-04-10,Spectroscopy,Severe,Low,Fine Imposed
565,Bread,BrandC,Bakery,Melamine,2024-01-18,Sensory Evaluation,Moderate,Medium,Fine Imposed
566,Bread,BrandD,Bakery,Artificial sweeteners,2024-03-30,Chemical Analysis,Severe,Low,Warning Issued
567,Cheese,BrandB,Dairy,Water,2024-03-10,Microbiological Analysis,Severe,Low,Investigation Launched
568,Juice,BrandC,Beverages,Artificial sweeteners,2024-02-09,Spectroscopy,Severe,High,Product Recall
569,Milk,BrandD,Dairy,Artificial sweeteners,2024-06-24,Sensory Evaluation,Minor,Low,Warning Issued
570,Beef,BrandA,Meat,Melamine,2024-06-09,Microbiological Analysis,Severe,Medium,Fine Imposed
571,Milk,BrandC,Dairy,Coloring agents,2024-06-23,Microbiological Analysis,Severe,High,Product Recall
572,Butter,BrandE,Dairy,Melamine,2024-01-10,Microbiological Analysis,Minor,Low,Product Recall
573,Chicken,BrandD,Meat,Water,2024-03-11,Chemical Analysis,Minor,Low,Product Recall
574,Cheese,BrandC,Dairy,Artificial sweeteners,2024-05-07,Sensory Evaluation,Moderate,Medium,Product Recall
575,Beef,BrandC,Meat,Coloring agents,2024-01-17,Sensory Evaluation,Moderate,High,Investigation Launched
576,Yogurt,BrandD,Dairy,Melamine,2024-01-23,Sensory Evaluation,Severe,Medium,Warning Issued
577,Beef,BrandE,Meat,Artificial sweeteners,2024-06-06,Chemical Analysis,Moderate,Low,Warning Issued
578,Milk,BrandD,Dairy,Water,2024-02-15,Sensory Evaluation,Moderate,Medium,Fine Imposed
579,Bread,BrandB,Bakery,Melamine,2024-03-06,Sensory Evaluation,Minor,Low,Fine Imposed
580,Bread,BrandC,Bakery,Artificial sweeteners,2024-04-05,Microbiological Analysis,Severe,High,Product Recall
581,Bread,BrandB,Bakery,Water,2024-06-28,Sensory Evaluation,Minor,Low,Fine Imposed
582,Beef,BrandC,Meat,Coloring agents,2024-06-07,Spectroscopy,Severe,Medium,Warning Issued
583,Milk,BrandD,Dairy,Chalk,2024-02-03,Spectroscopy,Moderate,Medium,Product Recall
584,Honey,BrandB,Condiments,Chalk,2024-01-20,Spectroscopy,Minor,Low,Warning Issued
585,Wine,BrandA,Beverages,Artificial sweeteners,2024-05-27,Chemical Analysis,Moderate,Medium,Warning Issued
586,Yogurt,BrandC,Dairy,Chalk,2024-03-07,Chemical Analysis,Moderate,Medium,Investigation Launched
587,Wine,BrandE,Beverages,Melamine,2024-04-19,Spectroscopy,Minor,Medium,Investigation Launched
588,Chicken,BrandB,Meat,Chalk,2024-03-25,Spectroscopy,Severe,Low,Warning Issued
589,Bread,BrandC,Bakery,Melamine,2024-02-11,Spectroscopy,Moderate,Low,Fine Imposed
590,Butter,BrandC,Dairy,Melamine,2024-03-14,Sensory Evaluation,Severe,Medium,Investigation Launched
591,Wine,BrandD,Beverages,Water,2024-02-04,Sensory Evaluation,Minor,High,Investigation Launched
592,Juice,BrandD,Beverages,Melamine,2024-02-18,Sensory Evaluation,Minor,Low,Investigation Launched
593,Beef,BrandD,Meat,Water,2024-04-30,Spectroscopy,Moderate,High,Product Recall
594,Honey,BrandD,Condiments,Coloring agents,2024-06-10,Spectroscopy,Moderate,Low,Fine Imposed
595,Juice,BrandC,Beverages,Water,2024-01-16,Spectroscopy,Severe,Low,Investigation Launched
596,Milk,BrandC,Dairy,Chalk,2024-02-09,Sensory Evaluation,Severe,Low,Warning Issued
597,Wine,BrandC,Beverages,Chalk,2024-01-27,Spectroscopy,Severe,High,Investigation Launched
598,Milk,BrandB,Dairy,Water,2024-05-26,Sensory Evaluation,Severe,Medium,Fine Imposed
599,Wine,BrandA,Beverages,Melamine,2024-03-01,Spectroscopy,Minor,High,Product Recall
600,Bread,BrandA,Bakery,Water,2024-03-02,Chemical Analysis,Moderate,Medium,Product Recall
601,Yogurt,BrandD,Dairy,Artificial sweeteners,2024-04-30,Microbiological Analysis,Moderate,Medium,Investigation Launched
602,Wine,BrandC,Beverages,Chalk,2024-06-02,Chemical Analysis,Severe,High,Warning Issued
603,Beef,BrandE,Meat,Water,2024-02-01,Microbiological Analysis,Moderate,Medium,Investigation Launched
604,Wine,BrandC,Beverages,Artificial sweeteners,2024-04-29,Sensory Evaluation,Minor,High,Investigation Launched
605,Milk,BrandD,Dairy,Chalk,2024-04-18,Microbiological Analysis,Moderate,High,Product Recall
606,Honey,BrandC,Condiments,Melamine,2024-03-17,Sensory Evaluation,Minor,Low,Fine Imposed
607,Wine,BrandC,Beverages,Melamine,2024-01-20,Sensory Evaluation,Minor,High,Product Recall
608,Yogurt,BrandC,Dairy,Melamine,2024-05-13,Microbiological Analysis,Minor,Low,Fine Imposed
609,Cheese,BrandC,Dairy,Melamine,2024-02-26,Sensory Evaluation,Moderate,High,Investigation Launched
610,Yogurt,BrandA,Dairy,Coloring agents,2024-06-10,Spectroscopy,Moderate,High,Warning Issued
611,Juice,BrandD,Beverages,Coloring agents,2024-03-07,Sensory Evaluation,Severe,Low,Product Recall
612,Bread,BrandE,Bakery,Artificial sweeteners,2024-06-08,Microbiological Analysis,Moderate,Medium,Fine Imposed
613,Butter,BrandD,Dairy,Melamine,2024-04-15,Chemical Analysis,Moderate,Medium,Investigation Launched
614,Cheese,BrandC,Dairy,Water,2024-06-21,Microbiological Analysis,Moderate,High,Product Recall
615,Chicken,BrandE,Meat,Coloring agents,2024-06-05,Sensory Evaluation,Severe,High,Investigation Launched
616,Milk,BrandD,Dairy,Melamine,2024-05-03,Chemical Analysis,Severe,Low,Warning Issued
617,Milk,BrandE,Dairy,Artificial sweeteners,2024-06-08,Sensory Evaluation,Severe,Low,Fine Imposed
618,Butter,BrandE,Dairy,Coloring agents,2024-04-20,Microbiological Analysis,Severe,High,Warning Issued
619,Milk,BrandA,Dairy,Water,2024-03-09,Microbiological Analysis,Severe,Medium,Fine Imposed
620,Wine,BrandD,Beverages,Water,2024-04-10,Spectroscopy,Minor,Low,Investigation Launched
621,Milk,BrandA,Dairy,Melamine,2024-03-23,Sensory Evaluation,Severe,High,Fine Imposed
622,Beef,BrandB,Meat,Chalk,2024-04-15,Sensory Evaluation,Severe,Low,Product Recall
623,Bread,BrandA,Bakery,Chalk,2024-06-10,Chemical Analysis,Severe,Medium,Product Recall
624,Honey,BrandE,Condiments,Artificial sweeteners,2024-06-21,Spectroscopy,Moderate,Medium,Fine Imposed
625,Cheese,BrandD,Dairy,Melamine,2024-04-09,Microbiological Analysis,Moderate,High,Warning Issued
626,Chicken,BrandE,Meat,Melamine,2024-05-08,Sensory Evaluation,Severe,High,Product Recall
627,Beef,BrandE,Meat,Melamine,2024-01-16,Spectroscopy,Moderate,Medium,Fine Imposed
628,Milk,BrandC,Dairy,Water,2024-01-03,Spectroscopy,Moderate,Low,Product Recall
629,Bread,BrandC,Bakery,Coloring agents,2024-01-23,Spectroscopy,Minor,High,Investigation Launched
630,Honey,BrandC,Condiments,Water,2024-01-16,Spectroscopy,Minor,Medium,Product Recall
631,Bread,BrandD,Bakery,Chalk,2024-03-14,Sensory Evaluation,Severe,Medium,Product Recall
632,Beef,BrandE,Meat,Melamine,2024-06-28,Sensory Evaluation,Minor,High,Warning Issued
633,Yogurt,BrandB,Dairy,Chalk,2024-05-28,Spectroscopy,Severe,High,Warning Issued
634,Yogurt,BrandD,Dairy,Water,2024-02-22,Chemical Analysis,Minor,Low,Product Recall
635,Bread,BrandE,Bakery,Chalk,2024-04-10,Chemical Analysis,Severe,Low,Investigation Launched
636,Chicken,BrandE,Meat,Coloring agents,2024-01-31,Sensory Evaluation,Moderate,High,Product Recall
637,Yogurt,BrandB,Dairy,Melamine,2024-04-14,Microbiological Analysis,Minor,Low,Product Recall
638,Yogurt,BrandE,Dairy,Coloring agents,2024-06-29,Spectroscopy,Minor,High,Warning Issued
639,Beef,BrandE,Meat,Artificial sweeteners,2024-04-15,Sensory Evaluation,Moderate,Low,Product Recall
640,Honey,BrandB,Condiments,Artificial sweeteners,2024-04-22,Chemical Analysis,Severe,High,Warning Issued
641,Chicken,BrandC,Meat,Artificial sweeteners,2024-01-15,Chemical Analysis,Severe,Low,Product Recall
642,Wine,BrandB,Beverages,Water,2024-05-21,Spectroscopy,Moderate,Medium,Warning Issued
643,Juice,BrandC,Beverages,Chalk,2024-01-26,Chemical Analysis,Moderate,Medium,Fine Imposed
644,Milk,BrandE,Dairy,Artificial sweeteners,2024-04-04,Spectroscopy,Moderate,Low,Fine Imposed
645,Honey,BrandA,Condiments,Melamine,2024-03-29,Chemical Analysis,Moderate,High,Warning Issued
646,Butter,BrandC,Dairy,Artificial sweeteners,2024-02-10,Chemical Analysis,Severe,Low,Product Recall
647,Cheese,BrandC,Dairy,Water,2024-03-09,Microbiological Analysis,Minor,Low,Warning Issued
648,Cheese,BrandC,Dairy,Melamine,2024-02-26,Microbiological Analysis,Minor,Low,Product Recall
649,Beef,BrandB,Meat,Chalk,2024-03-14,Sensory Evaluation,Severe,Medium,Investigation Launched
650,Honey,BrandD,Condiments,Coloring agents,2024-02-16,Chemical Analysis,Moderate,High,Product Recall
651,Cheese,BrandD,Dairy,Coloring agents,2024-06-07,Spectroscopy,Severe,Medium,Fine Imposed
652,Chicken,BrandB,Meat,Chalk,2024-03-16,Spectroscopy,Minor,High,Investigation Launched
653,Bread,BrandE,Bakery,Artificial sweeteners,2024-05-18,Sensory Evaluation,Moderate,Low,Product Recall
654,Beef,BrandD,Meat,Coloring agents,2024-03-29,Microbiological Analysis,Moderate,High,Warning Issued
655,Cheese,BrandB,Dairy,Melamine,2024-01-24,Microbiological Analysis,Severe,Medium,Warning Issued
656,Bread,BrandC,Bakery,Artificial sweeteners,2024-06-26,Spectroscopy,Severe,Medium,Fine Imposed
657,Honey,BrandE,Condiments,Chalk,2024-01-10,Spectroscopy,Moderate,Low,Investigation Launched
658,Cheese,BrandE,Dairy,Coloring agents,2024-03-09,Microbiological Analysis,Moderate,Low,Fine Imposed
659,Bread,BrandE,Bakery,Coloring agents,2024-01-22,Spectroscopy,Minor,High,Investigation Launched
660,Honey,BrandD,Condiments,Melamine,2024-04-01,Chemical Analysis,Moderate,High,Product Recall
661,Wine,BrandA,Beverages,Coloring agents,2024-03-11,Microbiological Analysis,Severe,Low,Warning Issued
662,Butter,BrandC,Dairy,Chalk,2024-06-30,Microbiological Analysis,Severe,Medium,Product Recall
663,Butter,BrandB,Dairy,Artificial sweeteners,2024-05-13,Microbiological Analysis,Moderate,Medium,Product Recall
664,Honey,BrandA,Condiments,Water,2024-03-25,Microbiological Analysis,Moderate,Medium,Product Recall
665,Juice,BrandE,Beverages,Melamine,2024-05-20,Chemical Analysis,Moderate,Low,Product Recall
666,Juice,BrandA,Beverages,Artificial sweeteners,2024-01-31,Spectroscopy,Severe,High,Warning Issued
667,Wine,BrandE,Beverages,Water,2024-03-25,Microbiological Analysis,Minor,Low,Product Recall
668,Wine,BrandE,Beverages,Artificial sweeteners,2024-06-13,Microbiological Analysis,Severe,Low,Product Recall
669,Cheese,BrandC,Dairy,Coloring agents,2024-03-19,Microbiological Analysis,Minor,Low,Warning Issued
670,Beef,BrandA,Meat,Melamine,2024-06-17,Spectroscopy,Moderate,Medium,Fine Imposed
671,Bread,BrandC,Bakery,Water,2024-02-29,Chemical Analysis,Minor,High,Fine Imposed
672,Butter,BrandC,Dairy,Water,2024-01-14,Spectroscopy,Moderate,Low,Warning Issued
673,Cheese,BrandD,Dairy,Coloring agents,2024-05-27,Spectroscopy,Minor,Low,Warning Issued
674,Honey,BrandE,Condiments,Artificial sweeteners,2024-06-12,Sensory Evaluation,Minor,Low,Investigation Launched
675,Cheese,BrandA,Dairy,Coloring agents,2024-06-13,Chemical Analysis,Minor,High,Warning Issued
676,Yogurt,BrandC,Dairy,Chalk,2024-02-16,Chemical Analysis,Severe,Low,Fine Imposed
677,Yogurt,BrandD,Dairy,Artificial sweeteners,2024-03-09,Microbiological Analysis,Severe,Low,Investigation Launched
678,Bread,BrandA,Bakery,Water,2024-01-16,Sensory Evaluation,Moderate,Medium,Fine Imposed
679,Butter,BrandC,Dairy,Melamine,2024-02-12,Spectroscopy,Severe,High,Investigation Launched
680,Bread,BrandD,Bakery,Water,2024-05-11,Chemical Analysis,Severe,Low,Warning Issued
681,Bread,BrandC,Bakery,Coloring agents,2024-01-28,Microbiological Analysis,Severe,Medium,Warning Issued
682,Milk,BrandC,Dairy,Coloring agents,2024-01-30,Chemical Analysis,Moderate,High,Warning Issued
683,Juice,BrandD,Beverages,Artificial sweeteners,2024-05-03,Microbiological Analysis,Severe,Low,Fine Imposed
684,Wine,BrandC,Beverages,Water,2024-04-18,Sensory Evaluation,Minor,Medium,Warning Issued
685,Juice,BrandB,Beverages,Chalk,2024-01-10,Sensory Evaluation,Severe,Medium,Investigation Launched
686,Chicken,BrandB,Meat,Water,2024-05-26,Chemical Analysis,Severe,Low,Fine Imposed
687,Beef,BrandC,Meat,Chalk,2024-02-08,Sensory Evaluation,Minor,Low,Warning Issued
688,Juice,BrandC,Beverages,Melamine,2024-02-25,Spectroscopy,Severe,High,Product Recall
689,Beef,BrandE,Meat,Melamine,2024-03-01,Chemical Analysis,Severe,Medium,Investigation Launched
690,Cheese,BrandB,Dairy,Coloring agents,2024-04-16,Chemical Analysis,Severe,Low,Warning Issued
691,Honey,BrandC,Condiments,Melamine,2024-01-15,Microbiological Analysis,Moderate,Medium,Warning Issued
692,Wine,BrandD,Beverages,Artificial sweeteners,2024-03-01,Microbiological Analysis,Moderate,Medium,Fine Imposed
693,Wine,BrandA,Beverages,Chalk,2024-05-04,Microbiological Analysis,Severe,Medium,Product Recall
694,Bread,BrandB,Bakery,Coloring agents,2024-06-25,Sensory Evaluation,Moderate,Low,Fine Imposed
695,Wine,BrandD,Beverages,Melamine,2024-02-27,Sensory Evaluation,Moderate,High,Investigation Launched
696,Yogurt,BrandD,Dairy,Water,2024-04-09,Microbiological Analysis,Severe,Medium,Warning Issued
697,Juice,BrandD,Beverages,Artificial sweeteners,2024-03-07,Spectroscopy,Severe,High,Investigation Launched
698,Yogurt,BrandD,Dairy,Chalk,2024-05-08,Spectroscopy,Moderate,Low,Fine Imposed
699,Beef,BrandC,Meat,Water,2024-05-13,Sensory Evaluation,Severe,Medium,Fine Imposed
700,Chicken,BrandA,Meat,Coloring agents,2024-05-10,Microbiological Analysis,Minor,Low,Fine Imposed
701,Yogurt,BrandB,Dairy,Chalk,2024-04-26,Sensory Evaluation,Moderate,Medium,Investigation Launched
702,Chicken,BrandC,Meat,Chalk,2024-05-23,Microbiological Analysis,Minor,High,Warning Issued
703,Honey,BrandA,Condiments,Artificial sweeteners,2024-01-09,Sensory Evaluation,Moderate,Low,Product Recall
704,Beef,BrandB,Meat,Water,2024-04-08,Sensory Evaluation,Minor,Low,Fine Imposed
705,Butter,BrandA,Dairy,Water,2024-01-21,Chemical Analysis,Minor,High,Product Recall
706,Chicken,BrandE,Meat,Artificial sweeteners,2024-02-05,Chemical Analysis,Minor,High,Product Recall
707,Cheese,BrandD,Dairy,Artificial sweeteners,2024-06-02,Microbiological Analysis,Minor,High,Fine Imposed
708,Honey,BrandD,Condiments,Chalk,2024-01-03,Microbiological Analysis,Minor,Low,Investigation Launched
709,Juice,BrandC,Beverages,Chalk,2024-01-31,Spectroscopy,Minor,Medium,Product Recall
710,Yogurt,BrandE,Dairy,Coloring agents,2024-02-24,Microbiological Analysis,Moderate,Medium,Product Recall
711,Cheese,BrandE,Dairy,Water,2024-04-26,Chemical Analysis,Severe,High,Product Recall
712,Yogurt,BrandB,Dairy,Chalk,2024-04-05,Spectroscopy,Severe,Low,Product Recall
713,Milk,BrandC,Dairy,Chalk,2024-05-31,Spectroscopy,Minor,Low,Investigation Launched
714,Milk,BrandE,Dairy,Water,2024-02-08,Sensory Evaluation,Minor,Low,Fine Imposed
715,Beef,BrandC,Meat,Artificial sweeteners,2024-05-24,Microbiological Analysis,Severe,Medium,Fine Imposed
716,Cheese,BrandB,Dairy,Coloring agents,2024-06-19,Microbiological Analysis,Severe,Medium,Warning Issued
717,Bread,BrandB,Bakery,Coloring agents,2024-06-05,Chemical Analysis,Severe,Low,Fine Imposed
718,Juice,BrandE,Beverages,Artificial sweeteners,2024-03-27,Chemical Analysis,Moderate,High,Investigation Launched
719,Bread,BrandA,Bakery,Melamine,2024-04-24,Sensory Evaluation,Minor,Low,Product Recall
720,Chicken,BrandB,Meat,Coloring agents,2024-01-11,Microbiological Analysis,Moderate,Low,Investigation Launched
721,Juice,BrandB,Beverages,Melamine,2024-02-01,Spectroscopy,Moderate,Low,Warning Issued
722,Milk,BrandE,Dairy,Water,2024-05-06,Chemical Analysis,Severe,High,Fine Imposed
723,Butter,BrandC,Dairy,Water,2024-02-09,Spectroscopy,Moderate,High,Warning Issued
724,Bread,BrandA,Bakery,Chalk,2024-04-01,Sensory Evaluation,Severe,High,Warning Issued
725,Beef,BrandB,Meat,Water,2024-05-28,Sensory Evaluation,Moderate,Medium,Investigation Launched
726,Chicken,BrandC,Meat,Coloring agents,2024-04-07,Spectroscopy,Moderate,Low,Investigation Launched
727,Yogurt,BrandE,Dairy,Coloring agents,2024-04-09,Sensory Evaluation,Moderate,High,Warning Issued
728,Bread,BrandE,Bakery,Artificial sweeteners,2024-02-28,Sensory Evaluation,Minor,Medium,Warning Issued
729,Milk,BrandB,Dairy,Water,2024-03-22,Spectroscopy,Severe,Low,Fine Imposed
730,Chicken,BrandC,Meat,Coloring agents,2024-01-09,Sensory Evaluation,Minor,Medium,Fine Imposed
731,Beef,BrandC,Meat,Water,2024-05-17,Sensory Evaluation,Severe,Medium,Investigation Launched
732,Juice,BrandA,Beverages,Chalk,2024-06-04,Microbiological Analysis,Moderate,Medium,Investigation Launched
733,Honey,BrandE,Condiments,Chalk,2024-03-01,Chemical Analysis,Severe,High,Investigation Launched
734,Chicken,BrandA,Meat,Artificial sweeteners,2024-04-01,Microbiological Analysis,Minor,Medium,Fine Imposed
735,Yogurt,BrandC,Dairy,Chalk,2024-02-23,Microbiological Analysis,Severe,Low,Investigation Launched
736,Chicken,BrandA,Meat,Artificial sweeteners,2024-05-25,Sensory Evaluation,Moderate,High,Investigation Launched
737,Cheese,BrandB,Dairy,Artificial sweeteners,2024-05-06,Chemical Analysis,Moderate,High,Investigation Launched
738,Yogurt,BrandE,Dairy,Coloring agents,2024-03-28,Chemical Analysis,Severe,Low,Fine Imposed
739,Juice,BrandC,Beverages,Coloring agents,2024-01-23,Chemical Analysis,Severe,High,Investigation Launched
740,Wine,BrandE,Beverages,Water,2024-04-09,Microbiological Analysis,Moderate,High,Product Recall
741,Butter,BrandD,Dairy,Melamine,2024-02-07,Chemical Analysis,Minor,Low,Warning Issued
742,Milk,BrandA,Dairy,Artificial sweeteners,2024-05-07,Microbiological Analysis,Severe,Low,Warning Issued
743,Juice,BrandA,Beverages,Water,2024-06-27,Chemical Analysis,Minor,Medium,Fine Imposed
744,Butter,BrandA,Dairy,Artificial sweeteners,2024-02-24,Spectroscopy,Minor,Low,Fine Imposed
745,Juice,BrandD,Beverages,Artificial sweeteners,2024-01-09,Microbiological Analysis,Minor,Low,Investigation Launched
746,Butter,BrandC,Dairy,Chalk,2024-06-30,Sensory Evaluation,Moderate,Low,Product Recall
747,Cheese,BrandE,Dairy,Artificial sweeteners,2024-05-20,Sensory Evaluation,Moderate,Low,Investigation Launched
748,Chicken,BrandB,Meat,Coloring agents,2024-02-02,Sensory Evaluation,Minor,Medium,Warning Issued
749,Bread,BrandB,Bakery,Melamine,2024-06-04,Sensory Evaluation,Minor,Low,Warning Issued
750,Juice,BrandC,Beverages,Chalk,2024-06-03,Microbiological Analysis,Moderate,High,Investigation Launched
