adulteration_id,product_name,brand,category,adulterant,detection_date,detection_method,severity,health_risk,action_taken
751,Cheese,BrandA,Dairy,Coloring agents,2024-01-13,Chemical Analysis,Moderate,Medium,Product Recall
752,Wine,BrandD,Beverages,Artificial sweeteners,2024-05-12,Sensory Evaluation,Minor,Low,Investigation Launched
753,Honey,BrandB,Condiments,Melamine,2024-05-26,Chemical Analysis,Moderate,Low,Fine Imposed
754,Beef,BrandD,Meat,Coloring agents,2024-03-22,Spectroscopy,Minor,Medium,Investigation Launched
755,Chicken,BrandE,Meat,Water,2024-01-12,Spectroscopy,Severe,High,Product Recall
756,Wine,BrandB,Beverages,Coloring agents,2024-05-22,Spectroscopy,Moderate,High,Fine Imposed
757,Honey,BrandA,Condiments,Artificial sweeteners,2024-03-26,Microbiological Analysis,Moderate,Medium,Product Recall
758,Cheese,BrandA,Dairy,Water,2024-03-18,Chemical Analysis,Severe,Medium,Investigation Launched
759,Bread,BrandE,Bakery,Artificial sweeteners,2024-03-05,Spectroscopy,Severe,High,Fine Imposed
760,Butter,BrandC,Dairy,Water,2024-04-16,Sensory Evaluation,Severe,Medium,Fine Imposed
761,Butter,BrandC,Dairy,Water,2024-03-19,Spectroscopy,Severe,Medium,Investigation Launched
762,Beef,BrandB,Meat,Artificial sweeteners,2024-02-10,Chemical Analysis,Moderate,Low,Fine Imposed
763,Chicken,BrandA,Meat,Melamine,2024-04-15,Sensory Evaluation,Minor,Low,Product Recall
764,Bread,BrandC,Bakery,Coloring agents,2024-06-26,Sensory Evaluation,Moderate,Low,Fine Imposed
765,Honey,BrandC,Condiments,Coloring agents,2024-05-16,Sensory Evaluation,Minor,Medium,Product Recall
766,Juice,BrandC,Beverages,Artificial sweeteners,2024-04-23,Spectroscopy,Minor,Medium,Product Recall
767,Beef,BrandD,Meat,Coloring agents,2024-06-19,Microbiological Analysis,Moderate,Low,Fine Imposed
768,Juice,BrandE,Beverages,Chalk,2024-04-19,Spectroscopy,Severe,High,Product Recall
769,Milk,BrandC,Dairy,Water,2024-02-18,Microbiological Analysis,Minor,Medium,Product Recall
770,Yogurt,BrandE,Dairy,Coloring agents,2024-05-24,Microbiological Analysis,Minor,Low,Fine Imposed
771,Honey,BrandA,Condiments,Artificial sweeteners,2024-03-28,Sensory Evaluation,Minor,Low,Product Recall
772,Chicken,BrandE,Meat,Water,2024-05-08,Chemical Analysis,Moderate,High,Investigation Launched
773,Wine,BrandD,Beverages,Melamine,2024-01-15,Chemical Analysis,Moderate,High,Product Recall
774,Bread,BrandD,Bakery,Melamine,2024-04-23,Sensory Evaluation,Minor,Medium,Warning Issued
775,Milk,BrandB,Dairy,Melamine,2024-02-19,Spectroscopy,Severe,High,Warning Issued
776,Wine,BrandB,Beverages,Coloring agents,2024-02-20,Sensory Evaluation,Minor,Medium,Warning Issued
777,Cheese,BrandD,Dairy,Melamine,2024-02-15,Spectroscopy,Severe,High,Investigation Launched
778,Butter,BrandB,Dairy,Artificial sweeteners,2024-06-23,Chemical Analysis,Minor,Low,Fine Imposed
779,Butter,BrandA,Dairy,Coloring agents,2024-01-09,Chemical Analysis,Minor,Low,Investigation Launched
780,Juice,BrandC,Beverages,Melamine,2024-02-28,Spectroscopy,Minor,High,Investigation Launched
781,Cheese,BrandD,Dairy,Coloring agents,2024-06-12,Microbiological Analysis,Minor,High,Fine Imposed
782,Honey,BrandE,Condiments,Water,2024-03-30,Sensory Evaluation,Severe,High,Fine Imposed
783,Yogurt,BrandA,Dairy,Chalk,2024-05-06,Chemical Analysis,Moderate,High,Fine Imposed
784,Yogurt,BrandC,Dairy,Chalk,2024-06-18,Spectroscopy,Severe,Low,Fine Imposed
785,Chicken,BrandB,Meat,Coloring agents,2024-04-21,Chemical Analysis,Minor,Low,Investigation Launched
786,Juice,BrandD,Beverages,Chalk,2024-02-17,Sensory Evaluation,Minor,High,Investigation Launched
787,Cheese,BrandD,Dairy,Water,2024-04-30,Sensory Evaluation,Severe,Medium,Fine Imposed
788,Butter,BrandE,Dairy,Artificial sweeteners,2024-01-23,Sensory Evaluation,Severe,Low,Investigation Launched
789,Chicken,BrandE,Meat,Melamine,2024-06-25,Microbiological Analysis,Severe,Medium,Product Recall
790,Butter,BrandA,Dairy,Coloring agents,2024-04-01,Sensory Evaluation,Minor,Medium,Investigation Launched
791,Yogurt,BrandA,Dairy,Artificial sweeteners,2024-06-04,Spectroscopy,Moderate,Medium,Warning Issued
792,Juice,BrandA,Beverages,Coloring agents,2024-05-17,Chemical Analysis,Minor,High,Warning Issued
793,Cheese,BrandA,Dairy,Water,2024-06-13,Sensory Evaluation,Minor,High,Product Recall
794,Bread,BrandA,Bakery,Melamine,2024-05-22,Chemical Analysis,Minor,High,Investigation Launched
795,Milk,BrandE,Dairy,Chalk,2024-03-06,Chemical Analysis,Minor,High,Fine Imposed
796,Milk,BrandC,Dairy,Melamine,2024-04-15,Chemical Analysis,Moderate,Medium,Product Recall
797,Bread,BrandB,Bakery,Artificial sweeteners,2024-04-05,Chemical Analysis,Severe,High,Warning Issued
798,Yogurt,BrandD,Dairy,Melamine,2024-04-17,Chemical Analysis,Severe,Medium,Fine Imposed
799,Chicken,BrandC,Meat,Artificial sweeteners,2024-03-24,Sensory Evaluation,Moderate,Low,Investigation Launched
800,Wine,BrandD,Beverages,Melamine,2024-01-12,Spectroscopy,Severe,Medium,Investigation Launched
801,Honey,BrandA,Condiments,Water,2024-01-11,Chemical Analysis,Moderate,Medium,Product Recall
802,Cheese,BrandA,Dairy,Chalk,2024-05-10,Spectroscopy,Moderate,Medium,Product Recall
803,Butter,BrandA,Dairy,Chalk,2024-02-28,Microbiological Analysis,Moderate,High,Warning Issued
804,Wine,BrandA,Beverages,Water,2024-01-12,Microbiological Analysis,Minor,Medium,Product Recall
805,Honey,BrandA,Condiments,Water,2024-03-28,Sensory Evaluation,Moderate,Low,Warning Issued
806,Milk,BrandD,Dairy,Water,2024-06-14,Chemical Analysis,Moderate,Medium,Investigation Launched
807,Chicken,BrandB,Meat,Coloring agents,2024-05-01,Sensory Evaluation,Severe,Medium,Fine Imposed
808,Chicken,BrandA,Meat,Melamine,2024-06-12,Sensory Evaluation,Minor,Medium,Warning Issued
809,Yogurt,BrandB,Dairy,Chalk,2024-03-10,Spectroscopy,Severe,High,Investigation Launched
810,Chicken,BrandB,Meat,Chalk,2024-04-05,Microbiological Analysis,Severe,Low,Fine Imposed
811,Honey,BrandE,Condiments,Melamine,2024-05-20,Spectroscopy,Severe,High,Warning Issued
812,Juice,BrandD,Beverages,Coloring agents,2024-02-20,Sensory Evaluation,Moderate,Low,Warning Issued
813,Juice,BrandE,Beverages,Artificial sweeteners,2024-04-15,Sensory Evaluation,Minor,Low,Warning Issued
814,Milk,BrandC,Dairy,Coloring agents,2024-01-21,Chemical Analysis,Severe,Low,Warning Issued
815,Wine,BrandA,Beverages,Artificial sweeteners,2024-03-07,Microbiological Analysis,Moderate,Medium,Warning Issued
816,Chicken,BrandA,Meat,Chalk,2024-04-21,Chemical Analysis,Minor,High,Product Recall
817,Bread,BrandB,Bakery,Melamine,2024-03-16,Microbiological Analysis,Minor,Low,Warning Issued
818,Chicken,BrandE,Meat,Coloring agents,2024-02-13,Chemical Analysis,Severe,High,Investigation Launched
819,Chicken,BrandD,Meat,Water,2024-05-10,Microbiological Analysis,Moderate,Medium,Investigation Launched
820,Beef,BrandA,Meat,Artificial sweeteners,2024-02-18,Chemical Analysis,Severe,Medium,Product Recall
821,Wine,BrandD,Beverages,Coloring agents,2024-06-04,Microbiological Analysis,Severe,Low,Product Recall
822,Yogurt,BrandC,Dairy,Coloring agents,2024-01-29,Microbiological Analysis,Minor,Medium,Product Recall
823,Bread,BrandB,Bakery,Coloring agents,2024-06-03,Sensory Evaluation,Moderate,Medium,Product Recall
824,Wine,BrandC,Beverages,Coloring agents,2024-05-07,Sensory Evaluation,Minor,High,Fine Imposed
825,Honey,BrandD,Condiments,Melamine,2024-04-09,Microbiological Analysis,Minor,Medium,Fine Imposed
826,Wine,BrandE,Beverages,Coloring agents,2024-01-04,Sensory Evaluation,Minor,Medium,Product Recall
827,Juice,BrandA,Beverages,Chalk,2024-01-31,Chemical Analysis,Minor,High,Product Recall
828,Beef,BrandC,Meat,Artificial sweeteners,2024-03-10,Microbiological Analysis,Severe,High,Fine Imposed
829,Butter,BrandA,Dairy,Coloring agents,2024-05-04,Sensory Evaluation,Severe,High,Warning Issued
830,Juice,BrandA,Beverages,Melamine,2024-06-18,Microbiological Analysis,Minor,Medium,Product Recall
831,Yogurt,BrandD,Dairy,Coloring agents,2024-02-05,Spectroscopy,Severe,Medium,Investigation Launched
832,Chicken,BrandD,Meat,Chalk,2024-06-03,Sensory Evaluation,Minor,High,Product Recall
833,Cheese,BrandD,Dairy,Chalk,2024-01-12,Microbiological Analysis,Moderate,Medium,Investigation Launched
834,Juice,BrandC,Beverages,Melamine,2024-01-05,Spectroscopy,Moderate,High,Fine Imposed
835,Chicken,BrandB,Meat,Water,2024-06-18,Sensory Evaluation,Severe,Low,Product Recall
836,Bread,BrandC,Bakery,Chalk,2024-05-27,Sensory Evaluation,Severe,High,Investigation Launched
837,Beef,BrandE,Meat,Artificial sweeteners,2024-02-28,Spectroscopy,Severe,High,Investigation Launched
838,Yogurt,BrandC,Dairy,Artificial sweeteners,2024-05-12,Spectroscopy,Severe,Medium,Fine Imposed
839,Bread,BrandA,Bakery,Artificial sweeteners,2024-04-02,Sensory Evaluation,Severe,High,Product Recall
840,Chicken,BrandE,Meat,Melamine,2024-04-14,Chemical Analysis,Minor,High,Warning Issued
841,Yogurt,BrandA,Dairy,Coloring agents,2024-06-15,Chemical Analysis,Severe,High,Fine Imposed
842,Bread,BrandA,Bakery,Coloring agents,2024-06-01,Microbiological Analysis,Minor,Low,Product Recall
843,Chicken,BrandA,Meat,Chalk,2024-01-07,Spectroscopy,Severe,Medium,Fine Imposed
844,Wine,BrandE,Beverages,Water,2024-01-17,Spectroscopy,Minor,Low,Product Recall
845,Milk,BrandD,Dairy,Chalk,2024-03-21,Microbiological Analysis,Severe,High,Fine Imposed
846,Yogurt,BrandD,Dairy,Artificial sweeteners,2024-04-16,Chemical Analysis,Moderate,High,Product Recall
847,Beef,BrandA,Meat,Coloring agents,2024-02-12,Spectroscopy,Severe,High,Fine Imposed
848,Bread,BrandA,Bakery,Water,2024-06-03,Chemical Analysis,Minor,Medium,Fine Imposed
849,Beef,BrandC,Meat,Artificial sweeteners,2024-05-19,Sensory Evaluation,Severe,High,Warning Issued
850,Cheese,BrandB,Dairy,Coloring agents,2024-01-08,Spectroscopy,Moderate,Medium,Product Recall
851,Butter,BrandB,Dairy,Artificial sweeteners,2024-02-28,Chemical Analysis,Severe,Medium,Fine Imposed
852,Bread,BrandA,Bakery,Artificial sweeteners,2024-01-06,Chemical Analysis,Minor,Low,Warning Issued
853,Wine,BrandB,Beverages,Chalk,2024-02-05,Sensory Evaluation,Severe,Low,Investigation Launched
854,Butter,BrandD,Dairy,Chalk,2024-05-08,Chemical Analysis,Minor,Low,Product Recall
855,Juice,BrandD,Beverages,Artificial sweeteners,2024-05-04,Spectroscopy,Moderate,High,Fine Imposed
856,Beef,BrandE,Meat,Artificial sweeteners,2024-01-04,Spectroscopy,Moderate,Low,Investigation Launched
857,Wine,BrandE,Beverages,Melamine,2024-01-10,Spectroscopy,Severe,Medium,Warning Issued
858,Beef,BrandD,Meat,Melamine,2024-01-14,Microbiological Analysis,Minor,Low,Product Recall
859,Bread,BrandC,Bakery,Artificial sweeteners,2024-03-19,Microbiological Analysis,Severe,High,Investigation Launched
860,Beef,BrandD,Meat,Coloring agents,2024-04-07,Spectroscopy,Minor,Low,Fine Imposed
861,Honey,BrandA,Condiments,Chalk,2024-06-23,Microbiological Analysis,Moderate,High,Product Recall
862,Bread,BrandA,Bakery,Chalk,2024-03-18,Microbiological Analysis,Severe,Medium,Product Recall
863,Butter,BrandD,Dairy,Water,2024-01-19,Sensory Evaluation,Minor,Low,Fine Imposed
864,Wine,BrandB,Beverages,Artificial sweeteners,2024-05-22,Spectroscopy,Minor,High,Investigation Launched
865,Honey,BrandD,Condiments,Water,2024-05-18,Chemical Analysis,Minor,Low,Fine Imposed
866,Butter,BrandD,Dairy,Water,2024-06-26,Microbiological Analysis,Moderate,Low,Product Recall
867,Milk,BrandE,Dairy,Chalk,2024-04-06,Chemical Analysis,Severe,Low,Fine Imposed
868,Chicken,BrandE,Meat,Chalk,2024-03-27,Chemical Analysis,Severe,Low,Product Recall
869,Milk,BrandE,Dairy,Chalk,2024-05-02,Spectroscopy,Moderate,Low,Investigation Launched
870,Wine,BrandB,Beverages,Artificial sweeteners,2024-03-13,Microbiological Analysis,Minor,High,Warning Issued
871,Beef,BrandE,Meat,Water,2024-05-24,Sensory Evaluation,Moderate,Low,Investigation Launched
872,Chicken,BrandC,Meat,Chalk,2024-06-27,Spectroscopy,Severe,Medium,Product Recall
873,Milk,BrandC,Dairy,Water,2024-06-25,Sensory Evaluation,Minor,High,Investigation Launched
874,Chicken,BrandA,Meat,Coloring agents,2024-02-17,Chemical Analysis,Severe,High,Investigation Launched
875,Butter,BrandD,Dairy,Water,2024-04-16,Sensory Evaluation,Severe,High,Warning Issued
876,Yogurt,BrandC,Dairy,Coloring agents,2024-01-11,Spectroscopy,Severe,Medium,Product Recall
877,Wine,BrandC,Beverages,Chalk,2024-06-02,Microbiological Analysis,Minor,Medium,Investigation Launched
878,Juice,BrandC,Beverages,Chalk,2024-05-22,Sensory Evaluation,Minor,Low,Fine Imposed
879,Yogurt,BrandB,Dairy,Coloring agents,2024-01-15,Spectroscopy,Severe,Medium,Investigation Launched
880,Milk,BrandA,Dairy,Water,2024-05-21,Chemical Analysis,Moderate,Low,Fine Imposed
881,Butter,BrandA,Dairy,Water,2024-03-29,Microbiological Analysis,Minor,High,Product Recall
882,Wine,BrandC,Beverages,Melamine,2024-05-24,Microbiological Analysis,Minor,High,Investigation Launched
883,Butter,BrandA,Dairy,Chalk,2024-06-28,Spectroscopy,Minor,Medium,Product Recall
884,Milk,BrandD,Dairy,Water,2024-03-26,Spectroscopy,Moderate,Medium,Product Recall
885,Juice,BrandA,Beverages,Water,2024-01-05,Sensory Evaluation,Minor,High,Fine Imposed
886,Milk,BrandB,Dairy,Water,2024-02-15,Chemical Analysis,Moderate,Low,Warning Issued
887,Wine,BrandD,Beverages,Coloring agents,2024-02-12,Microbiological Analysis,Moderate,Medium,Investigation Launched
888,Honey,BrandC,Condiments,Water,2024-02-16,Sensory Evaluation,Moderate,High,Investigation Launched
889,Chicken,BrandB,Meat,Artificial sweeteners,2024-01-06,Microbiological Analysis,Moderate,Medium,Investigation Launched
890,Chicken,BrandC,Meat,Coloring agents,2024-04-23,Spectroscopy,Moderate,High,Product Recall
891,Butter,BrandB,Dairy,Coloring agents,2024-06-15,Microbiological Analysis,Moderate,Low,Product Recall
892,Wine,BrandB,Beverages,Water,2024-01-23,Sensory Evaluation,Moderate,Low,Fine Imposed
893,Wine,BrandA,Beverages,Coloring agents,2024-01-29,Chemical Analysis,Minor,Low,Warning Issued
894,Milk,BrandE,Dairy,Coloring agents,2024-05-26,Spectroscopy,Minor,Low,Investigation Launched
895,Chicken,BrandD,Meat,Artificial sweeteners,2024-03-06,Sensory Evaluation,Minor,Medium,Investigation Launched
896,Bread,BrandA,Bakery,Water,2024-06-19,Microbiological Analysis,Moderate,Low,Product Recall
897,Juice,BrandE,Beverages,Melamine,2024-04-24,Microbiological Analysis,Moderate,Low,Investigation Launched
898,Wine,BrandC,Beverages,Coloring agents,2024-01-04,Microbiological Analysis,Severe,High,Warning Issued
899,Chicken,BrandB,Meat,Chalk,2024-02-29,Sensory Evaluation,Minor,Medium,Product Recall
900,Wine,BrandC,Beverages,Melamine,2024-04-21,Spectroscopy,Moderate,High,Investigation Launched
901,Bread,BrandA,Bakery,Water,2024-03-20,Chemical Analysis,Minor,High,Product Recall
902,Wine,BrandD,Beverages,Chalk,2024-02-06,Microbiological Analysis,Moderate,Medium,Product Recall
903,Juice,BrandD,Beverages,Water,2024-01-16,Microbiological Analysis,Severe,Medium,Warning Issued
904,Juice,BrandD,Beverages,Coloring agents,2024-03-17,Spectroscopy,Moderate,Medium,Fine Imposed
905,Chicken,BrandA,Meat,Melamine,2024-03-19,Sensory Evaluation,Minor,High,Warning Issued
906,Milk,BrandA,Dairy,Chalk,2024-04-13,Microbiological Analysis,Moderate,Low,Investigation Launched
907,Milk,BrandA,Dairy,Melamine,2024-02-08,Microbiological Analysis,Severe,Medium,Fine Imposed
908,Wine,BrandE,Beverages,Artificial sweeteners,2024-04-08,Chemical Analysis,Severe,Low,Fine Imposed
909,Milk,BrandA,Dairy,Water,2024-05-02,Sensory Evaluation,Moderate,Low,Product Recall
910,Beef,BrandD,Meat,Water,2024-06-03,Microbiological Analysis,Severe,High,Product Recall
911,Bread,BrandE,Bakery,Coloring agents,2024-03-26,Spectroscopy,Moderate,Low,Investigation Launched
912,Cheese,BrandC,Dairy,Melamine,2024-06-02,Sensory Evaluation,Moderate,High,Fine Imposed
913,Milk,BrandE,Dairy,Artificial sweeteners,2024-02-05,Sensory Evaluation,Minor,Low,Investigation Launched
914,Cheese,BrandD,Dairy,Melamine,2024-05-19,Microbiological Analysis,Minor,Medium,Product Recall
915,Honey,BrandD,Condiments,Artificial sweeteners,2024-02-15,Chemical Analysis,Severe,Low,Product Recall
916,Beef,BrandB,Meat,Artificial sweeteners,2024-06-04,Microbiological Analysis,Severe,Medium,Investigation Launched
917,Honey,BrandA,Condiments,Artificial sweeteners,2024-01-30,Spectroscopy,Severe,High,Warning Issued
918,Chicken,BrandE,Meat,Melamine,2024-02-04,Spectroscopy,Minor,Medium,Warning Issued
919,Yogurt,BrandB,Dairy,Water,2024-04-20,Chemical Analysis,Minor,High,Warning Issued
920,Honey,BrandA,Condiments,Melamine,2024-04-27,Spectroscopy,Moderate,Medium,Product Recall
921,Beef,BrandB,Meat,Chalk,2024-06-15,Chemical Analysis,Moderate,Medium,Warning Issued
922,Chicken,BrandB,Meat,Chalk,2024-03-25,Chemical Analysis,Moderate,High,Product Recall
923,Beef,BrandE,Meat,Chalk,2024-03-26,Spectroscopy,Moderate,High,Investigation Launched
924,Honey,BrandC,Condiments,Artificial sweeteners,2024-01-17,Sensory Evaluation,Severe,Medium,Product Recall
925,Chicken,BrandD,Meat,Water,2024-03-01,Chemical Analysis,Minor,Low,Warning Issued
926,Cheese,BrandC,Dairy,Chalk,2024-01-08,Sensory Evaluation,Minor,High,Product Recall
927,Honey,BrandE,Condiments,Chalk,2024-06-13,Chemical Analysis,Severe,Medium,Investigation Launched
928,Beef,BrandC,Meat,Water,2024-03-04,Sensory Evaluation,Moderate,Low,Investigation Launched
929,Yogurt,BrandE,Dairy,Water,2024-05-09,Microbiological Analysis,Minor,High,Product Recall
930,Yogurt,BrandC,Dairy,Water,2024-03-26,Microbiological Analysis,Moderate,Low,Investigation Launched
931,Milk,BrandE,Dairy,Coloring agents,2024-03-26,Spectroscopy,Moderate,Medium,Warning Issued
932,Chicken,BrandD,Meat,Water,2024-04-29,Sensory Evaluation,Moderate,High,Fine Imposed
933,Yogurt,BrandD,Dairy,Water,2024-05-26,Chemical Analysis,Moderate,Low,Product Recall
934,Chicken,BrandA,Meat,Coloring agents,2024-01-24,Chemical Analysis,Moderate,Low,Product Recall
935,Yogurt,BrandA,Dairy,Chalk,2024-06-12,Chemical Analysis,Moderate,Medium,Fine Imposed
936,Yogurt,BrandD,Dairy,Artificial sweeteners,2024-04-16,Chemical Analysis,Minor,Medium,Fine Imposed
937,Juice,BrandA,Beverages,Chalk,2024-03-29,Sensory Evaluation,Minor,Low,Investigation Launched
938,Wine,BrandC,Beverages,Coloring agents,2024-05-05,Sensory Evaluation,Severe,Low,Investigation Launched
939,Juice,BrandC,Beverages,Water,2024-05-08,Microbiological Analysis,Severe,High,Product Recall
940,Chicken,BrandC,Meat,Water,2024-02-14,Microbiological Analysis,Minor,Medium,Warning Issued
941,Milk,BrandD,Dairy,Coloring agents,2024-01-07,Microbiological Analysis,Moderate,High,Investigation Launched
942,Cheese,BrandB,Dairy,Melamine,2024-01-11,Chemical Analysis,Moderate,Low,Warning Issued
943,Chicken,BrandD,Meat,Coloring agents,2024-06-06,Chemical Analysis,Moderate,Low,Product Recall
944,Honey,BrandE,Condiments,Water,2024-06-17,Microbiological Analysis,Minor,High,Product Recall
945,Beef,BrandA,Meat,Melamine,2024-01-10,Microbiological Analysis,Minor,Medium,Fine Imposed
946,Bread,BrandD,Bakery,Water,2024-05-08,Chemical Analysis,Minor,Low,Fine Imposed
947,Milk,BrandB,Dairy,Chalk,2024-03-01,Chemical Analysis,Moderate,High,Fine Imposed
948,Cheese,BrandE,Dairy,Artificial sweeteners,2024-05-01,Microbiological Analysis,Severe,High,Product Recall
949,Cheese,BrandE,Dairy,Coloring agents,2024-05-31,Spectroscopy,Minor,High,Warning Issued
950,Bread,BrandC,Bakery,Artificial sweeteners,2024-05-27,Microbiological Analysis,Minor,Low,Warning Issued
951,Wine,BrandC,Beverages,Melamine,2024-05-02,Chemical Analysis,Moderate,Medium,Warning Issued
952,Honey,BrandC,Condiments,Artificial sweeteners,2024-02-27,Spectroscopy,Minor,Medium,Investigation Launched
953,Milk,BrandE,Dairy,Artificial sweeteners,2024-01-08,Sensory Evaluation,Minor,Low,Warning Issued
954,Cheese,BrandD,Dairy,Water,2024-06-23,Sensory Evaluation,Severe,High,Product Recall
955,Cheese,BrandA,Dairy,Chalk,2024-05-18,Spectroscopy,Moderate,Medium,Product Recall
956,Chicken,BrandD,Meat,Water,2024-04-20,Sensory Evaluation,Moderate,Medium,Warning Issued
957,Butter,BrandC,Dairy,Water,2024-02-28,Spectroscopy,Moderate,High,Product Recall
958,Beef,BrandE,Meat,Artificial sweeteners,2024-02-12,Sensory Evaluation,Severe,High,Warning Issued
959,Honey,BrandE,Condiments,Chalk,2024-05-07,Chemical Analysis,Minor,Medium,Fine Imposed
960,Beef,BrandB,Meat,Melamine,2024-01-02,Spectroscopy,Severe,Low,Fine Imposed
961,Juice,BrandA,Beverages,Artificial sweeteners,2024-05-21,Chemical Analysis,Severe,Medium,Fine Imposed
962,Beef,BrandA,Meat,Water,2024-02-02,Microbiological Analysis,Moderate,High,Warning Issued
963,Bread,BrandA,Bakery,Water,2024-04-19,Spectroscopy,Minor,Medium,Product Recall
964,Wine,BrandE,Beverages,Chalk,2024-04-25,Microbiological Analysis,Severe,High,Warning Issued
965,Chicken,BrandD,Meat,Chalk,2024-03-08,Chemical Analysis,Moderate,Medium,Fine Imposed
966,Yogurt,BrandB,Dairy,Chalk,2024-05-31,Spectroscopy,Severe,Low,Product Recall
967,Milk,BrandB,Dairy,Artificial sweeteners,2024-05-14,Sensory Evaluation,Minor,High,Warning Issued
968,Chicken,BrandB,Meat,Melamine,2024-05-31,Chemical Analysis,Minor,High,Fine Imposed
969,Bread,BrandD,Bakery,Coloring agents,2024-02-12,Microbiological Analysis,Severe,High,Fine Imposed
970,Milk,BrandB,Dairy,Chalk,2024-03-10,Chemical Analysis,Minor,High,Product Recall
971,Juice,BrandA,Beverages,Coloring agents,2024-01-02,Microbiological Analysis,Moderate,Low,Fine Imposed
972,Wine,BrandC,Beverages,Artificial sweeteners,2024-04-26,Chemical Analysis,Moderate,Medium,Investigation Launched
973,Beef,BrandD,Meat,Melamine,2024-01-27,Microbiological Analysis,Severe,Medium,Product Recall
974,Chicken,BrandD,Meat,Coloring agents,2024-04-07,Sensory Evaluation,Moderate,Medium,Investigation Launched
975,Cheese,BrandE,Dairy,Chalk,2024-01-29,Microbiological Analysis,Moderate,High,Investigation Launched
976,Honey,BrandC,Condiments,Artificial sweeteners,2024-01-17,Microbiological Analysis,Minor,Medium,Fine Imposed
977,Cheese,BrandE,Dairy,Artificial sweeteners,2024-04-18,Microbiological Analysis,Moderate,Low,Warning Issued
978,Butter,BrandB,Dairy,Chalk,2024-03-05,Sensory Evaluation,Moderate,Medium,Warning Issued
979,Butter,BrandE,Dairy,Water,2024-03-05,Chemical Analysis,Moderate,Low,Product Recall
980,Wine,BrandA,Beverages,Melamine,2024-02-23,Microbiological Analysis,Moderate,Low,Investigation Launched
981,Bread,BrandB,Bakery,Coloring agents,2024-02-07,Sensory Evaluation,Minor,Low,Product Recall
982,Milk,BrandA,Dairy,Chalk,2024-04-25,Sensory Evaluation,Minor,Medium,Product Recall
983,Milk,BrandB,Dairy,Artificial sweeteners,2024-05-21,Microbiological Analysis,Moderate,Low,Product Recall
984,Cheese,BrandA,Dairy,Coloring agents,2024-04-29,Microbiological Analysis,Minor,Low,Investigation Launched
985,Bread,BrandE,Bakery,Artificial sweeteners,2024-06-19,Microbiological Analysis,Severe,Medium,Product Recall
986,Chicken,BrandA,Meat,Melamine,2024-01-22,Chemical Analysis,Severe,Low,Investigation Launched
987,Bread,BrandE,Bakery,Coloring agents,2024-05-11,Microbiological Analysis,Severe,High,Product Recall
988,Juice,BrandC,Beverages,Coloring agents,2024-03-26,Sensory Evaluation,Minor,Low,Product Recall
989,Yogurt,BrandB,Dairy,Melamine,2024-03-19,Chemical Analysis,Moderate,High,Warning Issued
990,Juice,BrandD,Beverages,Artificial sweeteners,2024-01-18,Spectroscopy,Moderate,High,Fine Imposed
991,Yogurt,BrandB,Dairy,Water,2024-02-14,Chemical Analysis,Minor,High,Warning Issued
992,Honey,BrandE,Condiments,Coloring agents,2024-05-28,Sensory Evaluation,Moderate,High,Product Recall
993,Chicken,BrandE,Meat,Chalk,2024-03-20,Chemical Analysis,Severe,Low,Product Recall
994,Milk,BrandB,Dairy,Artificial sweeteners,2024-03-23,Microbiological Analysis,Severe,Low,Product Recall
995,Juice,BrandB,Beverages,Coloring agents,2024-01-12,Microbiological Analysis,Severe,Medium,Warning Issued
996,Butter,BrandD,Dairy,Artificial sweeteners,2024-06-13,Chemical Analysis,Minor,Medium,Fine Imposed
997,Beef,BrandD,Meat,Melamine,2024-05-26,Microbiological Analysis,Minor,Medium,Warning Issued
998,Bread,BrandD,Bakery,Chalk,2024-03-25,Microbiological Analysis,Moderate,High,Fine Imposed
999,Juice,BrandE,Beverages,Chalk,2024-03-02,Spectroscopy,Minor,High,Product Recall
1000,Chicken,BrandC,Meat,Artificial sweeteners,2024-05-27,Spectroscopy,Minor,Low,Warning Issued
